"port_code","period","total_number_vessels","total_tonnage_vessels","num_small_vessels","num_medium_vessels","num_large_vessels","num_verylarge_vessels","ton_small_vessels","ton_medium_vessels","ton_large_vessels","ton_verylarge_vessels"
"SESTO",62,39,311,37,2,NA,NA,289,21,NA,NA
"SEUME",62,13,110,12,1,NA,NA,100,11,NA,NA
"SEGOT",62,257,5402,186,44,14,13,1359,796,1112,2688
"SEHAD",62,41,241,41,NA,NA,NA,241,NA,NA,NA
"SEVAG",62,14,118,14,NA,NA,NA,119,NA,NA,NA
"SIKOP",62,151,3560,43,89,19,14,272,1895,1394,2101
"TRBTN",62,6,56,1,5,NA,NA,4,52,NA,NA
"TRSSX",62,18,184,9,9,NA,NA,76,108,NA,NA
"TRTZX",62,9,115,4,5,NA,NA,37,77,NA,NA
"TRALI",62,99,2613,28,45,26,10,224,1048,1341,1443
"TRAMB",62,480,12638,105,279,84,30,758,5457,4604,4361
"TRAYT",62,42,869,NA,42,NA,NA,NA,869,NA,NA
"TRBDM",62,1,3,1,NA,NA,NA,3,NA,NA,NA
"TRBOT",62,1,5,1,NA,NA,NA,5,NA,NA,NA
"TRCKZ",62,1,3,1,NA,NA,NA,3,NA,NA,NA
"TRGEM",62,240,5138,38,172,30,NA,262,3539,1338,NA
"TRISK",62,30,561,2,28,NA,11,8,553,NA,1185
"TRIST",62,77,1224,26,51,NA,NA,224,1001,NA,NA
"TRIZM",62,188,3299,24,161,3,NA,117,3022,160,NA
"TRIZT",62,231,7063,41,146,32,25,226,3251,1768,3866
"TRMER",62,241,4593,37,184,20,27,287,3326,981,3275
"TRTEK",62,4,17,4,NA,NA,19,17,NA,NA,2815
"TRYAL",62,4,91,1,2,1,NA,4,37,51,NA
"TR888",62,13,188,5,7,1,NA,20,120,49,NA
"GB221",62,1,4,1,NA,NA,NA,4,NA,NA,NA
"GBABD",62,1,6,1,NA,NA,NA,6,NA,NA,NA
"GBBEL",62,75,613,63,12,NA,NA,482,132,NA,NA
"GBBRS",62,26,324,13,13,NA,NA,99,225,NA,NA
"GBCDF",62,59,588,59,NA,NA,NA,588,NA,NA,NA
"GBCYP",62,43,427,31,12,NA,NA,236,191,NA,NA
"GBFOR",62,145,831,145,NA,NA,NA,831,NA,NA,NA
"GBFXT",62,551,29452,148,58,278,86,988,1602,18205,14129
"GBGTY",62,1,4,1,NA,NA,NA,4,NA,NA,NA
"GBHRW",62,3,25,3,NA,NA,NA,25,NA,NA,NA
"GBHUL",62,92,469,92,NA,NA,NA,469,NA,NA,NA
"GBIMM",62,15,70,15,NA,NA,NA,71,NA,NA,NA
"GBLIV",62,140,2419,80,49,11,NA,659,1282,478,NA
"GBLON",62,265,7311,119,70,76,63,793,1844,4675,8154
"GBMED",62,88,4223,11,24,53,NA,96,646,3480,NA
"GBMME",62,215,1478,203,12,NA,NA,1328,151,NA,NA
"GBNPT",62,4,23,4,NA,NA,NA,23,NA,NA,NA
"GBPME",62,8,80,8,NA,NA,NA,80,NA,NA,NA
"GBSOU",62,155,10906,47,2,68,58,293,54,5478,9614
"GBTYN",62,78,435,78,NA,NA,NA,435,NA,NA,NA
"BEANR",63,1096,44595,208,392,447,167,1707,9495,26821,24629
"BEGNE",63,16,139,15,1,NA,NA,128,10,NA,NA
"BEZEE",63,170,10621,41,54,21,17,342,843,1823,3174
"BGBOJ",63,30,386,6,24,NA,NA,41,345,NA,NA
"BGVAR",63,76,968,30,46,NA,NA,271,695,NA,NA
"CYLMS",63,218,3968,86,96,36,NA,660,1713,1595,NA
"DEBRE",63,12,209,6,5,1,NA,42,126,40,NA
"DEBRV",63,1212,43213,344,435,361,86,2688,9141,21329,15743
"DECUX",63,13,116,13,NA,NA,NA,116,NA,NA,NA
"DEEME",63,1,4,1,NA,NA,NA,4,NA,NA,NA
"DEHAM",63,1258,46039,496,335,313,146,3732,6020,21830,23224
"DEWIS",63,1,10,NA,1,NA,NA,NA,10,NA,NA
"DKAAL",63,29,271,18,11,NA,NA,146,125,NA,NA
"DKAAR",63,193,3957,132,47,NA,13,1072,639,NA,2624
"DKCPH",63,105,896,92,13,NA,NA,714,182,NA,NA
"DKEBJ",63,25,135,25,NA,NA,NA,135,NA,NA,NA
"DKFRC",63,81,760,65,16,NA,NA,538,221,NA,NA
"DKKAL",63,13,130,13,NA,NA,NA,130,NA,NA,NA
"DKKOG",63,3,6,3,NA,NA,NA,6,NA,NA,NA
"EETLL",63,117,1355,57,60,NA,NA,438,918,NA,NA
"GRATK",63,1,3,1,NA,NA,NA,3,NA,NA,NA
"GRLAV",63,5,51,NA,5,NA,NA,NA,51,NA,NA
"GRPIR",63,613,4943,48,120,8,100,291,2306,548,16387
"GRSKG",63,97,1985,16,74,7,NA,80,1584,320,NA
"GRVOL",63,12,171,NA,12,NA,NA,NA,171,NA,NA
"ESAVS",63,2,29,1,1,NA,NA,3,26,NA,NA
"ESBIO",63,180,1642,156,24,NA,NA,1281,361,NA,NA
"ESFRO",63,3,11,3,NA,NA,NA,10,NA,NA,NA
"ESGIJ",63,51,437,51,NA,NA,NA,437,NA,NA,NA
"ESLCG",63,15,113,15,NA,NA,NA,113,NA,NA,NA
"ESMPG",63,33,709,16,4,13,NA,121,50,538,NA
"ESSDR",63,5,59,4,1,NA,NA,33,26,NA,NA
"ESVGO",63,131,1799,67,61,3,NA,512,1095,192,NA
"ESVIL",63,16,165,3,13,NA,NA,29,136,NA,NA
"ESAGP",63,83,2443,32,27,19,NA,227,481,1188,NA
"ESALC",63,128,1188,87,41,NA,NA,609,579,NA,NA
"ESALG",63,829,29386,98,484,211,86,657,11179,13188,13144
"ESBCN",63,528,18992,157,183,158,41,1104,3631,10006,6405
"ESCAD",63,54,789,26,28,NA,NA,185,604,NA,NA
"ESCAR",63,77,629,69,8,NA,NA,515,114,NA,NA
"ESCAS",63,105,1537,53,51,1,NA,369,1119,50,NA
"ESHUV",63,1,5,1,NA,NA,NA,5,NA,NA,NA
"ESLEI",63,13,72,12,1,NA,NA,57,15,NA,NA
"ESLPA",63,390,9347,160,162,64,4,1303,3542,4072,431
"ESMOT",63,14,99,14,NA,NA,NA,99,NA,NA,NA
"ESPMI",63,53,588,NA,53,NA,NA,NA,588,NA,NA
"ESSCT",63,159,1543,108,51,NA,NA,855,688,NA,NA
"ESSVQ",63,27,186,27,NA,NA,NA,187,NA,NA,NA
"ESTAR",63,98,1633,62,19,17,NA,407,538,687,NA
"ESCEU",63,36,181,36,NA,NA,NA,182,NA,NA,NA
"ESMLN",63,17,147,14,3,NA,NA,116,31,NA,NA
"FI002",63,190,2697,39,151,NA,NA,346,2350,NA,NA
"FIHEL",63,212,2657,89,123,NA,NA,767,1890,NA,NA
"FIKEM",63,22,158,22,NA,NA,NA,159,NA,NA,NA
"FIKOK",63,21,225,19,NA,2,NA,117,NA,107,NA
"FIOUL",63,31,206,31,NA,NA,NA,206,NA,NA,NA
"FIPOR",63,19,167,17,2,NA,NA,146,21,NA,NA
"FIRAA",63,12,92,12,NA,NA,NA,92,NA,NA,NA
"FIRAU",63,84,1026,44,40,NA,NA,409,616,NA,NA
"FITKU",63,13,99,13,NA,NA,NA,99,NA,NA,NA
"FITOR",63,13,100,13,NA,NA,NA,100,NA,NA,NA
"FRBES",63,39,535,26,13,NA,NA,227,308,NA,NA
"FRBOD",63,26,259,26,NA,NA,NA,259,NA,NA,NA
"FRDKK",63,111,4227,47,39,12,12,436,1164,785,2073
"FRLEH",63,528,29555,55,181,219,100,482,4943,14327,14622
"FRURO",63,43,701,23,20,NA,NA,251,450,NA,NA
"FRMRS",63,301,12569,95,109,69,43,740,2888,4874,5872
"REPDG",63,76,1699,15,49,12,NA,93,1073,533,NA
"HRPLE",63,26,373,9,17,NA,NA,86,287,NA,NA
"HRRAS",63,3,9,3,NA,NA,NA,9,NA,NA,NA
"HRRJK",63,84,2632,27,31,26,13,231,492,1910,2006
"HRSPU",63,13,128,8,5,NA,NA,76,52,NA,NA
"IEDUB",63,259,2284,217,42,NA,NA,1461,822,NA,NA
"IEORK",63,87,887,74,13,NA,NA,540,347,NA,NA
"IEWAT",63,30,213,30,NA,NA,NA,214,NA,NA,NA
"ITAOI",63,112,1317,59,53,NA,NA,392,924,NA,NA
"ITBDS",63,2,6,2,NA,NA,NA,6,NA,NA,NA
"ITBRI",63,13,129,13,NA,NA,NA,129,NA,NA,NA
"ITCAG",63,190,5637,53,76,61,NA,300,1520,3818,NA
"ITCHI",63,1,5,1,NA,NA,NA,5,NA,NA,NA
"ITCTA",63,34,301,11,23,NA,NA,49,252,NA,NA
"ITCVV",63,14,752,NA,NA,14,NA,NA,NA,752,NA
"ITGIT",63,502,22729,60,227,165,73,567,5027,9782,10623
"ITGOA",63,427,16949,73,164,180,80,536,4126,11045,11069
"ITLIV",63,171,6136,17,86,67,3,93,2141,3794,324
"ITNAP",63,168,5710,27,62,78,4,162,1018,4376,431
"ITPEM",63,1,4,1,NA,NA,NA,4,NA,NA,NA
"ITPIO",63,1,3,1,NA,NA,NA,3,NA,NA,NA
"ITPMO",63,6,27,6,NA,NA,NA,27,NA,NA,NA
"ITPNG",63,2,8,2,NA,NA,NA,8,NA,NA,NA
"ITPVE",63,1,3,1,NA,NA,NA,3,NA,NA,NA
"ITPZL",63,16,80,16,NA,NA,NA,80,NA,NA,NA
"ITRAN",63,132,2249,34,98,NA,NA,154,2096,NA,NA
"ITSAL",63,115,2104,35,77,2,NA,321,1595,80,NA
"ITSPE",63,318,14789,46,100,155,52,371,2176,9896,6749
"ITSVN",63,9,144,1,8,NA,4,5,139,NA,464
"ITTAR",63,80,2738,25,26,29,NA,156,576,2005,NA
"ITTMT",63,1,10,NA,1,NA,NA,NA,10,NA,NA
"ITTPS",63,21,187,8,13,NA,NA,52,134,NA,NA
"ITTRI",63,1,4,1,NA,NA,NA,4,NA,NA,NA
"ITTRS",63,203,6265,49,102,52,27,200,2210,3856,4148
"ITVCE",63,122,2188,31,91,NA,NA,192,1995,NA,NA
"LTKLJ",63,185,2361,104,70,11,NA,827,1068,466,NA
"LVLPX",63,3,12,3,NA,NA,NA,12,NA,NA,NA
"LVRIX",63,165,1728,107,58,NA,NA,828,901,NA,NA
"LVVNT",63,1,4,1,NA,NA,NA,4,NA,NA,NA
"MTMAR",63,470,23092,77,194,103,48,568,3514,5870,6481
"MTMLA",63,75,1586,22,53,NA,NA,79,1506,NA,NA
"NL888",63,3,7,3,NA,NA,NA,7,NA,NA,NA
"NLAMS",63,6,15,6,NA,NA,NA,15,NA,NA,NA
"NLDOR",63,3,16,3,NA,NA,NA,16,NA,NA,NA
"NLMOE",63,15,154,5,10,NA,NA,38,116,NA,NA
"NLRTM",63,1597,54660,762,330,379,270,5431,7241,24768,44378
"NLZSP",63,11,60,11,NA,NA,NA,60,NA,NA,NA
"NO888",63,1,4,1,NA,NA,NA,4,NA,NA,NA
"NOAES",63,91,506,91,NA,NA,NA,507,NA,NA,NA
"NOBGO",63,118,598,118,NA,NA,NA,597,NA,NA,NA
"NOBOO",63,22,47,22,NA,NA,NA,47,NA,NA,NA
"NOBRE",63,21,53,21,NA,NA,NA,52,NA,NA,NA
"NOBRG",63,73,447,72,1,NA,NA,436,11,NA,NA
"NOBRO",63,3,6,3,NA,NA,NA,6,NA,NA,NA
"NODRM",63,9,25,9,NA,NA,NA,25,NA,NA,NA
"NOEGD",63,10,37,10,NA,NA,NA,37,NA,NA,NA
"NOFRO",63,38,167,38,NA,NA,NA,167,NA,NA,NA
"NOGVL",63,38,264,38,NA,NA,NA,264,NA,NA,NA
"NOHFT",63,6,5,6,NA,NA,NA,5,NA,NA,NA
"NOKAS",63,25,91,25,NA,NA,NA,91,NA,NA,NA
"NOKRS",63,72,541,72,NA,NA,NA,542,NA,NA,NA
"NOKSU",63,15,34,15,NA,NA,NA,34,NA,NA,NA
"NOLAR",63,56,465,51,5,NA,NA,409,55,NA,NA
"NOMAY",63,63,541,60,NA,3,NA,308,NA,232,NA
"NOMOL",63,3,11,3,NA,NA,NA,11,NA,NA,NA
"NOMSS",63,10,74,10,NA,NA,NA,74,NA,NA,NA
"NONVK",63,5,14,5,NA,NA,NA,14,NA,NA,NA
"NOOSL",63,116,886,113,3,NA,NA,855,32,NA,NA
"NORNA",63,7,17,7,NA,NA,NA,17,NA,NA,NA
"NOSVG",63,23,183,23,NA,NA,NA,182,NA,NA,NA
"NOTOS",63,8,17,8,NA,NA,NA,17,NA,NA,NA
"NOTRD",63,5,11,5,NA,NA,NA,11,NA,NA,NA
"NOVER",63,12,80,12,NA,NA,NA,80,NA,NA,NA
"PLGDN",63,126,3499,48,65,NA,22,379,1016,NA,4421
"PLGDY",63,193,2175,123,57,13,NA,818,806,551,NA
"PLSZZ",63,58,425,51,7,NA,NA,349,76,NA,NA
"PTCNL",63,49,311,49,NA,NA,NA,311,NA,NA,NA
"PTFDF",63,12,76,12,NA,NA,NA,76,NA,NA,NA
"PTLEI",63,270,3225,171,99,NA,NA,1383,1840,NA,NA
"PTLIS",63,247,3311,154,80,13,NA,1033,1681,596,NA
"PTPDL",63,81,430,81,NA,NA,NA,431,NA,NA,NA
"PTPXO",63,8,61,8,NA,NA,NA,61,NA,NA,NA
"PTSET",63,20,284,NA,20,NA,NA,NA,284,NA,NA
"PTSIE",63,161,6839,36,43,70,38,329,1045,3801,5122
"ROCND",63,177,4363,73,64,40,2,514,1049,2798,206
"ROMID",63,1,3,1,NA,NA,NA,3,NA,NA,NA
"SEGVX",63,56,676,33,23,NA,NA,303,374,NA,NA
"SEHEL",63,127,1393,99,28,NA,NA,796,597,NA,NA
"SEKOG",63,2,7,2,NA,NA,NA,7,NA,NA,NA
"SEMMA",63,13,127,13,NA,NA,NA,128,NA,NA,NA
"SENRK",63,38,304,27,11,NA,NA,131,172,NA,NA
"SESDL",63,13,120,6,7,NA,NA,46,74,NA,NA
"SESOE",63,44,325,33,11,NA,NA,151,174,NA,NA
"SESTO",63,39,312,32,7,NA,NA,238,74,NA,NA
"SEUME",63,13,120,6,7,NA,NA,46,74,NA,NA
"SEGOT",63,258,5529,189,40,16,14,1416,707,1331,2818
"SEHAD",63,40,250,40,NA,NA,NA,250,NA,NA,NA
"SEVAG",63,9,81,9,NA,NA,NA,81,NA,NA,NA
"SIKOP",63,154,4173,33,93,28,15,248,1880,2046,2254
"TRSSX",63,21,192,13,8,NA,NA,101,91,NA,NA
"TRTZX",63,12,164,4,8,NA,NA,40,124,NA,NA
"TRZON",63,1,4,1,NA,NA,NA,4,NA,NA,NA
"TRALI",63,118,3159,25,65,28,10,188,1507,1464,1441
"TRAMB",63,635,17134,117,395,111,27,761,8195,6372,4113
"TRAYT",63,51,949,1,50,NA,NA,4,945,NA,NA
"TRBDM",63,4,18,4,NA,NA,NA,18,NA,NA,NA
"TRGEM",63,269,5736,46,192,31,NA,271,4035,1428,NA
"TRISK",63,48,985,2,46,NA,7,9,976,NA,777
"TRIST",63,95,1615,30,65,NA,NA,211,1403,NA,NA
"TRIZM",63,260,5046,30,221,9,NA,164,4455,425,NA
"TRIZT",63,278,8724,41,181,44,25,198,4327,2393,3873
"TRKRB",63,1,5,1,NA,NA,NA,5,NA,NA,NA
"TRMER",63,268,5508,36,207,25,19,247,4021,1240,2458
"TRYAL",63,5,127,1,4,NA,NA,7,120,NA,NA
"TR888",63,15,253,7,6,2,NA,36,116,101,NA
"GB203",63,1,3,1,NA,NA,NA,3,NA,NA,NA
"GB221",63,1,4,1,NA,NA,NA,4,NA,NA,NA
"GBABD",63,1,3,1,NA,NA,NA,3,NA,NA,NA
"GBBEL",63,77,629,64,13,NA,NA,487,143,NA,NA
"GBBRS",63,26,304,13,13,NA,NA,101,203,NA,NA
"GBCDF",63,70,697,70,NA,NA,NA,697,NA,NA,NA
"GBCYP",63,40,422,26,14,NA,NA,199,223,NA,NA
"GBFOR",63,144,840,144,NA,NA,NA,840,NA,NA,NA
"GBFXT",63,547,28521,153,54,277,75,1011,1591,17835,13075
"GBHRW",63,2,17,2,NA,NA,NA,17,NA,NA,NA
"GBHUL",63,96,491,96,NA,NA,NA,491,NA,NA,NA
"GBIMM",63,135,906,134,1,NA,NA,896,11,NA,NA
"GBLDY",63,1,3,1,NA,NA,NA,3,NA,NA,NA
"GBLIV",63,156,2689,91,53,12,NA,728,1399,563,NA
"GBLON",63,259,7403,119,58,82,68,839,1502,5063,8865
"GBMED",63,89,4286,12,25,52,NA,107,712,3466,NA
"GBMME",63,181,1379,164,17,NA,NA,1142,237,NA,NA
"GBNPT",63,4,29,3,1,NA,NA,19,11,NA,NA
"GBSOU",63,155,11205,47,NA,65,56,265,NA,5258,9352
"GBTYN",63,74,429,74,NA,NA,NA,430,NA,NA,NA
"BEANR",64,1040,43720,185,365,434,184,1548,8691,26164,27414
"BEGNE",64,14,120,12,2,NA,NA,99,21,NA,NA
"BEZEE",64,152,9471,33,55,14,23,244,831,1288,4100
"BGBOJ",64,34,495,5,29,NA,NA,29,467,NA,NA
"BGVAR",64,81,1072,16,65,NA,NA,138,934,NA,NA
"CYLMS",64,189,3744,90,61,38,NA,647,1365,1732,NA
"DEBRE",64,14,200,8,6,NA,NA,49,151,NA,NA
"DEBRV",64,1169,41940,349,378,378,83,2704,8131,21997,15349
"DECUX",64,12,106,12,NA,NA,NA,106,NA,NA,NA
"DEEME",64,1,4,1,NA,NA,NA,4,NA,NA,NA
"DEHAM",64,1215,44789,464,335,299,174,3392,5750,20687,27898
"DEWVN",64,24,487,1,23,NA,30,9,478,NA,5749
"DERSK",64,1,3,1,NA,NA,NA,3,NA,NA,NA
"DKAAB",64,1,3,1,NA,NA,NA,3,NA,NA,NA
"DKAAL",64,33,301,22,11,NA,NA,177,125,NA,NA
"DKAAR",64,180,3576,135,32,NA,14,1051,450,NA,2863
"DKCPH",64,104,897,87,17,NA,NA,664,232,NA,NA
"DKEBJ",64,24,134,24,NA,NA,NA,134,NA,NA,NA
"DKFRC",64,66,637,49,17,NA,NA,401,236,NA,NA
"DKGRE",64,1,1,1,NA,NA,NA,1,NA,NA,NA
"DKKAL",64,13,113,12,1,NA,NA,102,11,NA,NA
"DKKOG",64,16,30,16,NA,NA,NA,31,NA,NA,NA
"EETLL",64,113,1385,46,67,NA,NA,322,1063,NA,NA
"GRJSY",64,1,17,NA,1,NA,NA,NA,17,NA,NA
"GRLAV",64,4,40,NA,4,NA,NA,NA,40,NA,NA
"GRPIR",64,611,13034,84,304,55,119,515,6484,3226,19803
"GRSKG",64,93,1847,14,75,4,NA,82,1566,200,NA
"GRVOL",64,10,133,1,9,NA,NA,3,130,NA,NA
"ESBIO",64,183,1639,163,20,NA,NA,1312,327,NA,NA
"ESFRO",64,1,5,1,NA,NA,NA,5,NA,NA,NA
"ESGIJ",64,65,554,64,1,NA,NA,530,25,NA,NA
"ESLCG",64,10,75,10,NA,NA,NA,75,NA,NA,NA
"ESMPG",64,32,677,16,4,12,NA,111,59,507,NA
"ESSDR",64,5,39,5,NA,NA,NA,39,NA,NA,NA
"ESVGO",64,116,1565,57,58,1,NA,446,1056,64,NA
"ESVIL",64,14,138,7,7,NA,NA,64,74,NA,NA
"ESAGP",64,39,921,23,6,9,NA,153,144,516,NA
"ESALC",64,108,967,73,35,NA,NA,511,457,NA,NA
"ESALG",64,820,29302,111,465,210,95,817,10727,13477,14206
"ESBCN",64,506,18127,161,168,150,42,1227,3461,9556,6664
"ESCAD",64,55,829,25,30,NA,NA,178,651,NA,NA
"ESCAR",64,65,587,54,11,NA,NA,392,195,NA,NA
"ESCAS",64,100,1446,52,46,2,NA,348,1005,93,NA
"ESLEI",64,27,198,25,2,NA,NA,168,30,NA,NA
"ESLPA",64,352,8203,169,129,49,6,1421,3015,3229,678
"ESMOT",64,15,111,15,NA,NA,NA,112,NA,NA,NA
"ESPMI",64,3,33,NA,3,NA,NA,NA,33,NA,NA
"ESSCT",64,143,1363,105,38,NA,NA,873,490,NA,NA
"ESSVQ",64,26,175,26,NA,NA,NA,176,NA,NA,NA
"ESTAR",64,102,1704,65,20,17,NA,482,535,687,NA
"ESCEU",64,44,262,40,4,NA,NA,210,52,NA,NA
"ESMLN",64,25,193,25,NA,NA,NA,193,NA,NA,NA
"FI002",64,198,2929,36,162,NA,NA,312,2618,NA,NA
"FIHEL",64,215,2750,89,126,NA,NA,752,1998,NA,NA
"FIKEM",64,16,117,16,NA,NA,NA,117,NA,NA,NA
"FIKOK",64,18,106,18,NA,NA,NA,106,NA,NA,NA
"FILOV",64,1,3,1,NA,NA,NA,3,NA,NA,NA
"FIOUL",64,22,150,22,NA,NA,NA,150,NA,NA,NA
"FIPOR",64,19,177,15,4,NA,NA,131,45,NA,NA
"FIRAA",64,11,85,11,NA,NA,NA,85,NA,NA,NA
"FIRAU",64,85,977,44,41,NA,NA,396,580,NA,NA
"FITKU",64,10,75,10,NA,NA,NA,75,NA,NA,NA
"FITOR",64,13,100,13,NA,NA,NA,100,NA,NA,NA
"FIUKI",64,1,3,1,NA,NA,NA,3,NA,NA,NA
"FRBES",64,31,461,18,13,NA,NA,153,308,NA,NA
"FRBOD",64,25,238,25,NA,NA,NA,238,NA,NA,NA
"FRDKK",64,118,3952,55,40,11,14,513,1029,722,2474
"FRLEH",64,508,28413,55,174,205,114,447,4706,13391,17139
"FRURO",64,42,594,26,16,NA,NA,216,378,NA,NA
"FRMRS",64,331,12819,119,114,71,50,923,3028,4952,6624
"FRNOU",64,1,5,1,NA,NA,NA,5,NA,NA,NA
"REPDG",64,80,2346,13,51,15,NA,96,1131,586,NA
"HRPLE",64,23,248,13,10,NA,NA,103,146,NA,NA
"HRRAS",64,2,6,2,NA,NA,NA,6,NA,NA,NA
"HRRJK",64,80,2543,27,27,26,14,205,398,1940,2116
"HRSPU",64,13,156,6,7,NA,NA,56,100,NA,NA
"IEDUB",64,230,2071,181,49,NA,NA,1195,877,NA,NA
"IEORK",64,71,760,59,12,NA,NA,441,320,NA,NA
"IEWAT",64,27,198,27,NA,NA,NA,198,NA,NA,NA
"IT888",64,2,14,2,NA,NA,NA,14,NA,NA,NA
"ITAOI",64,114,1420,56,58,NA,NA,385,1036,NA,NA
"ITBRI",64,17,199,13,4,NA,NA,122,77,NA,NA
"ITCAG",64,212,6064,72,76,64,NA,377,1627,4058,NA
"ITCHI",64,1,3,1,NA,NA,NA,3,NA,NA,NA
"ITCTA",64,35,304,9,26,NA,NA,36,268,NA,NA
"ITCVV",64,18,887,NA,2,16,NA,NA,28,859,NA
"ITGIT",64,521,23978,60,231,177,62,579,4930,10511,9497
"ITGOA",64,386,15795,53,163,160,60,385,4181,9988,8398
"ITLIV",64,153,5420,19,74,60,3,121,1902,3397,329
"ITMDC",64,1,6,1,NA,NA,NA,6,NA,NA,NA
"ITNAP",64,177,6172,30,55,92,3,179,878,5117,368
"ITPIO",64,1,7,1,NA,NA,NA,7,NA,NA,NA
"ITPMO",64,4,16,4,NA,NA,NA,16,NA,NA,NA
"ITPVE",64,1,3,1,NA,NA,NA,3,NA,NA,NA
"ITPZL",64,12,60,12,NA,NA,NA,60,NA,NA,NA
"ITRAN",64,121,1870,41,80,NA,NA,229,1642,NA,NA
"ITSAL",64,94,1831,25,59,10,NA,197,1226,408,NA
"ITSPE",64,296,13576,50,91,139,30,389,2105,8793,4142
"ITSVN",64,12,210,NA,12,NA,5,NA,210,NA,577
"ITTAR",64,71,2263,24,25,22,NA,157,557,1549,NA
"ITTMT",64,1,74,NA,NA,1,NA,NA,NA,74,NA
"ITTPS",64,27,246,8,19,NA,NA,50,196,NA,NA
"ITTRS",64,190,6005,45,96,49,25,198,2081,3725,3802
"ITVCE",64,134,2218,40,94,NA,NA,259,1958,NA,NA
"LTKLJ",64,179,2484,87,80,12,NA,712,1256,514,NA
"LVLPX",64,4,16,4,NA,NA,NA,16,NA,NA,NA
"LVRIX",64,149,1637,89,60,NA,NA,723,913,NA,NA
"MTMAR",64,477,23235,77,201,111,100,606,3792,6784,13573
"MTMLA",64,57,1655,NA,57,NA,NA,NA,1656,NA,NA
"NL888",64,1,8,1,NA,NA,NA,8,NA,NA,NA
"NLAMS",64,11,215,3,8,NA,NA,18,197,NA,NA
"NLMOE",64,7,72,2,5,NA,NA,14,58,NA,NA
"NLRTM",64,1474,52714,691,301,349,276,4862,6471,23295,46329
"NLZSP",64,16,82,16,NA,NA,NA,83,NA,NA,NA
"NOAES",64,103,589,103,NA,NA,NA,589,NA,NA,NA
"NOBGO",64,95,466,94,1,NA,NA,455,13,NA,NA
"NOBOO",64,5,11,5,NA,NA,NA,11,NA,NA,NA
"NOBRE",64,26,74,26,NA,NA,NA,75,NA,NA,NA
"NOBRG",64,74,436,73,1,NA,NA,424,11,NA,NA
"NOBRO",64,3,6,3,NA,NA,NA,6,NA,NA,NA
"NODRM",64,8,20,8,NA,NA,NA,20,NA,NA,NA
"NOEGD",64,25,134,25,NA,NA,NA,133,NA,NA,NA
"NOFRO",64,41,145,41,NA,NA,NA,145,NA,NA,NA
"NOGVL",64,41,290,41,NA,NA,NA,291,NA,NA,NA
"NOHFT",64,5,13,5,NA,NA,NA,12,NA,NA,NA
"NOKAS",64,24,75,24,NA,NA,NA,75,NA,NA,NA
"NOKRS",64,71,550,63,8,NA,NA,468,82,NA,NA
"NOKSU",64,12,26,12,NA,NA,NA,26,NA,NA,NA
"NOLAR",64,56,485,44,12,NA,NA,347,138,NA,NA
"NOMAY",64,78,434,78,NA,NA,NA,434,NA,NA,NA
"NOMSS",64,9,67,9,NA,NA,NA,67,NA,NA,NA
"NONVK",64,4,11,4,NA,NA,NA,11,NA,NA,NA
"NOOSL",64,119,884,110,9,NA,NA,790,93,NA,NA
"NORNA",64,8,20,8,NA,NA,NA,20,NA,NA,NA
"NOSVG",64,25,178,25,NA,NA,NA,178,NA,NA,NA
"NOTOS",64,5,11,5,NA,NA,NA,11,NA,NA,NA
"NOTRD",64,6,13,6,NA,NA,NA,13,NA,NA,NA
"NOVER",64,11,76,11,NA,NA,NA,76,NA,NA,NA
"PLGDN",64,112,3370,33,65,1,25,228,1017,51,5013
"PLGDY",64,182,1986,122,49,11,NA,811,703,472,NA
"PLSZZ",64,56,399,51,5,NA,NA,344,56,NA,NA
"PTCNL",64,45,279,45,NA,NA,NA,280,NA,NA,NA
"PTFDF",64,11,70,11,NA,NA,NA,70,NA,NA,NA
"PTLEI",64,250,3049,154,96,NA,NA,1207,1842,NA,NA
"PTLIS",64,145,1824,98,47,NA,NA,640,1184,NA,NA
"PTPDL",64,79,431,79,NA,NA,1,431,NA,NA,153
"PTPXO",64,8,61,8,NA,NA,NA,61,NA,NA,NA
"PTSET",64,8,119,1,7,NA,NA,5,114,NA,NA
"PTSIE",64,181,7373,47,46,75,34,407,1071,4089,4652
"ROCND",64,149,3907,48,66,35,2,312,1061,2533,206
"ROMID",64,1,3,1,NA,NA,NA,3,NA,NA,NA
"SEGVX",64,54,612,28,26,NA,NA,246,366,NA,NA
"SEHEL",64,121,1296,95,26,NA,NA,748,548,NA,NA
"SEHUS",64,1,17,NA,1,NA,NA,NA,17,NA,NA
"SEKLR",64,2,6,2,NA,NA,NA,6,NA,NA,NA
"SEMMA",64,13,129,13,NA,NA,NA,129,NA,NA,NA
"SENRK",64,35,316,22,13,NA,NA,91,226,NA,NA
"SEOXE",64,8,68,8,NA,NA,NA,68,NA,NA,NA
"SESDL",64,11,115,NA,11,NA,NA,NA,115,NA,NA
"SESOE",64,25,87,25,NA,NA,NA,87,NA,NA,NA
"SESTO",64,49,511,24,25,NA,NA,174,337,NA,NA
"SEUME",64,12,125,1,11,NA,NA,10,115,NA,NA
"SEGOT",64,247,5580,185,32,17,14,1385,613,1478,2843
"SEHAD",64,38,282,38,NA,NA,NA,282,NA,NA,NA
"SEVAG",64,12,106,12,NA,NA,NA,106,NA,NA,NA
